order_id,type,name,timestamp
690199461,event,changed_to_pre_assign,2023-10-08T22:08:06-03:00
690199194,event,rt_took_order,2023-10-08T22:08:06-03:00
690199461,command,release_to_rt,
690199194,event,product_preference_updated,2023-10-08T22:08:06-03:00
690199461,event,released_to_rt,2023-10-08T22:08:09-03:00
690199167,command,rt_take_order,2023-10-08T22:08:06-03:00
690199167,command,update_product_preference,2023-10-08T22:08:06-03:00
690199407,event,rt_took_order,2023-10-08T22:08:10-03:00
690199455,event,product_preference_updated,2023-10-08T22:08:10-03:00
690199455,event,order_assigned,2023-10-08T22:08:10-03:00
690199407,event,product_preference_updated,2023-10-08T22:08:10-03:00
690198575,command,finish_order,2023-10-08T22:08:11-03:00
690199181,command,update_product_preference,2023-10-08T22:08:07-03:00
690199049,event,picking_started,2023-10-08T22:08:08-03:00
690199049,event,product_checked,2023-10-08T22:08:08-03:00
690198979,command,hand_to_domiciliary,2023-10-08T22:08:09-03:00
690199181,event,product_preference_updated,2023-10-08T22:08:10-03:00
690199181,command,rt_take_order,2023-10-08T22:08:07-03:00
690196752,command,shopper_remove_product,2023-10-08T22:08:07-03:00
690199167,event,rt_took_order,2023-10-08T22:08:10-03:00
690199181,event,rt_took_order,2023-10-08T22:08:10-03:00
690199167,event,product_preference_updated,2023-10-08T22:08:10-03:00
690196752,event,product_removed,2023-10-08T22:08:10-03:00
690196752,event,picking_started,2023-10-08T22:08:10-03:00
690199387,command,shopper_billing_report,2023-10-08T22:08:07-03:00
690199450,command,rt_take_order,2023-10-08T22:08:09-03:00
690199450,command,update_product_preference,2023-10-08T22:08:09-03:00
690199450,event,product_preference_updated,2023-10-08T22:08:09-03:00
690199450,event,rt_took_order,2023-10-08T22:08:09-03:00
690198485,command,change_to_scheduled,2023-10-08T22:08:09-03:00
690199462,command,to_change_was_taken_order_to_sh,
690199462,command,to_pre_assign,
690199462,event,order_to_sh,2023-10-08T22:08:08-03:00
690199462,event,changed_to_pre_assign,2023-10-08T22:08:08-03:00
690199365,command,start_shopper_request_rt,
690199126,command,finish_order,2023-10-08T22:08:10-03:00
690199365,event,start_picker_billing_report,
690199365,command,start_shopper_billing_report,
690198722,command,hand_to_domiciliary,2023-10-08T22:08:10-03:00
690199436,command,shopper_billing_report,2023-10-08T22:08:08-03:00
690199457,command,update_product_preference,2023-10-08T22:08:07-03:00
690199281,command,rt_take_order,2023-10-08T22:08:10-03:00
690197340,command,rt_take_order,2023-10-08T22:08:09-03:00
690197340,command,update_product_preference,2023-10-08T22:08:09-03:00
690199385,command,finish_order,2023-10-08T22:08:10-03:00
690199281,command,update_product_preference,2023-10-08T22:08:10-03:00
690199457,command,rt_take_order,2023-10-08T22:08:07-03:00
690199457,event,rt_took_order,2023-10-08T22:08:07-03:00
690199032,command,finish_order,2023-10-08T22:08:12-03:00
690199457,command,rt_take_order,2023-10-08T22:08:14-03:00
690199457,event,rt_took_order,2023-10-08T22:08:14-03:00
690199457,command,update_product_preference,2023-10-08T22:08:14-03:00
690199464,command,to_scheduled_calculated,
690199464,event,scheduled_tagged_and_calculated,2023-10-08T22:08:12-03:00
690199464,event,integration_order_creation_notified,
690199336,command,rt_take_order,2023-10-08T22:08:12-03:00
690199336,command,update_product_preference,2023-10-08T22:08:12-03:00
690199336,event,product_preference_updated,2023-10-08T22:08:13-03:00
690199336,event,rt_took_order,2023-10-08T22:08:13-03:00
690199351,command,rt_take_order,2023-10-08T22:08:14-03:00
690199439,command,hand_to_domiciliary,2023-10-08T22:08:12-03:00
690199351,command,update_product_preference,2023-10-08T22:08:14-03:00
690199296,command,finish_order,2023-10-08T22:08:13-03:00
690199296,event,order_finished,2023-10-08T22:08:13-03:00
690199451,command,shopper_billing_report,2023-10-08T22:08:14-03:00
690199306,command,rt_take_order,2023-10-08T22:08:14-03:00
690199306,command,update_product_preference,2023-10-08T22:08:14-03:00
690188445,event,order_finished,2023-10-08T22:08:14-03:00
690188445,command,finish_order,2023-10-08T22:08:14-03:00
690199437,command,rt_take_order,2023-10-08T22:08:12-03:00
690199407,command,rt_take_order,2023-10-08T22:08:12-03:00
690199407,command,update_product_preference,2023-10-08T22:08:12-03:00
690198485,event,order_scheduled,2023-10-08T22:08:13-03:00
690199407,event,product_preference_updated,2023-10-08T22:08:13-03:00
690199437,event,rt_took_order,2023-10-08T22:08:13-03:00
690199365,command,shopper_billing_report,2023-10-08T22:08:12-03:00
690199462,command,release_to_rt,
690199437,command,update_product_preference,2023-10-08T22:08:12-03:00
690199322,command,finish_order,2023-10-08T22:08:13-03:00
690199407,event,rt_took_order,2023-10-08T22:08:13-03:00
690199437,event,product_preference_updated,2023-10-08T22:08:13-03:00
690199462,event,released_to_rt,2023-10-08T22:08:13-03:00
690199322,event,order_finished,2023-10-08T22:08:13-03:00
690199126,event,order_finished,2023-10-08T22:08:13-03:00
690199347,event,order_canceled,2023-10-08T22:08:14-03:00
690199347,command,cancel_order,2023-10-08T22:08:14-03:00
690198764,command,finish_order,2023-10-08T22:08:12-03:00
690197340,event,product_preference_updated,2023-10-08T22:08:14-03:00
690197340,event,rt_took_order,2023-10-08T22:08:14-03:00
690198827,command,rt_take_order,2023-10-08T22:08:11-03:00
690199465,command,create_order,2023-10-08T22:08:13-03:00
690199465,event,order_created,2023-10-08T22:08:13-03:00
690198827,event,product_preference_updated,2023-10-08T22:08:14-03:00
690198764,event,order_finished,2023-10-08T22:08:14-03:00
690198827,event,rt_took_order,2023-10-08T22:08:14-03:00
690199443,command,rt_take_order,2023-10-08T22:08:12-03:00
690199457,event,product_preference_updated,2023-10-08T22:08:12-03:00
690199332,event,rt_took_order,2023-10-08T22:08:12-03:00
690199332,command,rt_take_order,2023-10-08T22:08:12-03:00
690199465,command,create_order,2023-10-08T22:08:13-03:00
690199332,command,update_product_preference,2023-10-08T22:08:12-03:00
690199443,command,update_product_preference,2023-10-08T22:08:12-03:00
690199281,event,rt_took_order,2023-10-08T22:08:12-03:00
690199281,event,product_preference_updated,2023-10-08T22:08:12-03:00
690198827,command,update_product_preference,2023-10-08T22:08:11-03:00
690199441,command,rt_take_order,2023-10-08T22:08:15-03:00
690199195,event,product_added,2023-10-08T22:08:15-03:00
690198348,command,finish_order,2023-10-08T22:08:15-03:00
690199195,event,elimination_replaced_by_user_suggestion,2023-10-08T22:08:15-03:00
690199441,event,rt_took_order,2023-10-08T22:08:15-03:00
690199441,command,update_product_preference,2023-10-08T22:08:15-03:00
690199441,event,product_preference_updated,2023-10-08T22:08:18-03:00
690198557,command,finish_order,2023-10-08T22:08:18-03:00
690199465,command,release_to_rt,
690199465,event,changed_to_pre_assign,2023-10-08T22:08:18-03:00
690199138,event,user_preferences_approved_automatically,2023-10-08T22:08:17-03:00
690199465,command,to_change_was_taken_order_to_rt,
690199277,command,update_product_preference,2023-10-08T22:08:15-03:00
690199465,command,to_pre_assign,
690199465,event,order_to_rt,2023-10-08T22:08:18-03:00
690199332,event,product_preference_updated,2023-10-08T22:08:17-03:00
690199277,command,rt_take_order,2023-10-08T22:08:15-03:00
690199138,event,product_replaced,2023-10-08T22:08:17-03:00
690199277,event,rt_took_order,2023-10-08T22:08:17-03:00
690199138,event,product_checked,2023-10-08T22:08:17-03:00
690198838,command,finish_order,2023-10-08T22:08:17-03:00
690198838,event,order_finished,2023-10-08T22:08:17-03:00
690199443,event,product_preference_updated,2023-10-08T22:08:17-03:00
690199138,event,picking_finished,2023-10-08T22:08:17-03:00
690199443,event,rt_took_order,2023-10-08T22:08:17-03:00
690199277,event,product_preference_updated,2023-10-08T22:08:17-03:00
690199088,command,finish_order,2023-10-08T22:08:19-03:00
690199467,command,cancel_order,2023-10-08T22:08:19-03:00
690198256,command,finish_order,2023-10-08T22:08:16-03:00
690199306,event,rt_took_order,2023-10-08T22:08:18-03:00
690199306,event,product_preference_updated,2023-10-08T22:08:18-03:00
690198256,event,order_finished,2023-10-08T22:08:18-03:00
690198485,event,scheduled_tagged_and_calculated,2023-10-08T22:08:18-03:00
690199365,event,rt_requested,2023-10-08T22:08:18-03:00
690198485,command,to_scheduled_calculated,
690199365,command,shopper_request_rt,2023-10-08T22:08:17-03:00
690199457,event,product_preference_updated,2023-10-08T22:08:18-03:00
690199406,command,hand_to_domiciliary,2023-10-08T22:08:18-03:00
690199351,event,product_preference_updated,2023-10-08T22:08:17-03:00
690199439,command,shopper_billing_report,2023-10-08T22:08:18-03:00
690199351,event,rt_took_order,2023-10-08T22:08:17-03:00
690199138,event,substitution_notified_to_user,2023-10-08T22:08:21-03:00
690198393,command,update_bill_report_request,
690198375,event,picking_finished,2023-10-08T22:08:22-03:00
690198393,event,payless_transaction_authorized,
690199465,event,released_to_rt,2023-10-08T22:08:23-03:00
690199193,command,cancel_order,2023-10-08T22:08:22-03:00
690198393,event,payless_authorized,
690197548,command,finish_order,2023-10-08T22:08:23-03:00
690198375,event,product_checked,2023-10-08T22:08:22-03:00
690199467,event,order_canceled,2023-10-08T22:08:22-03:00
690199271,event,order_finished,2023-10-08T22:08:22-03:00
690199271,command,finish_order,2023-10-08T22:08:22-03:00
690199193,event,order_canceled,2023-10-08T22:08:22-03:00
690199301,event,product_replaced,2023-10-08T22:08:22-03:00
690199367,event,order_finished,2023-10-08T22:08:20-03:00
690198485,command,cancel_order,2023-10-08T22:08:20-03:00
690198485,event,order_canceled,2023-10-08T22:08:23-03:00
690199227,command,finish_order,2023-10-08T22:08:22-03:00
690199367,command,finish_order,2023-10-08T22:08:20-03:00
690199301,event,product_checked,2023-10-08T22:08:22-03:00
690199316,command,hand_to_domiciliary,2023-10-08T22:08:23-03:00
690199282,command,finish_order,2023-10-08T22:08:24-03:00
690199301,event,substitution_notified_to_user,2023-10-08T22:08:24-03:00
690198702,event,order_finished,2023-10-08T22:08:26-03:00
690198702,command,finish_order,2023-10-08T22:08:26-03:00
690199115,command,rt_take_order,2023-10-08T22:08:26-03:00
690199419,command,shopper_billing_report,2023-10-08T22:08:27-03:00
690198393,event,update_order_bill,
690199458,event,released_to_picker,
690199282,event,order_finished,2023-10-08T22:08:28-03:00
690199026,command,finish_order,2023-10-08T22:08:29-03:00
690199009,command,finish_order,2023-10-08T22:08:26-03:00
690199320,command,finish_order,2023-10-08T22:08:28-03:00
690199178,command,finish_order,2023-10-08T22:08:29-03:00
690197302,event,bill_reported,
690197302,command,hand_to_domiciliary,2023-10-08T22:08:31-03:00
690199155,command,finish_order,2023-10-08T22:08:29-03:00
690199115,event,rt_took_order,2023-10-08T22:08:28-03:00
690196129,command,finish_order,2023-10-08T22:08:31-03:00
690196129,event,order_finished,2023-10-08T22:08:31-03:00
690199470,event,order_canceled,2023-10-08T22:08:34-03:00
690199470,command,cancel_order,2023-10-08T22:08:33-03:00
690199155,event,order_finished,2023-10-08T22:08:32-03:00
690196085,command,add_products,2023-10-08T22:08:34-03:00
690196085,event,multiple_products_added,2023-10-08T22:08:34-03:00
690199165,command,cancel_order,2023-10-08T22:08:35-03:00
690198685,command,finish_order,2023-10-08T22:08:30-03:00
690199467,command,create_order,2023-10-08T22:08:30-03:00
690199467,event,order_created,2023-10-08T22:08:31-03:00
690199467,command,create_order,2023-10-08T22:08:30-03:00
690189347,event,product_checked,2023-10-08T22:08:32-03:00
690199468,command,create_order,2023-10-08T22:08:31-03:00
690199468,command,create_order,2023-10-08T22:08:31-03:00
690199340,command,finish_order,2023-10-08T22:08:33-03:00
690199472,command,shopper_request_rt,2023-10-08T22:08:36-03:00
690199419,command,hand_to_domiciliary,2023-10-08T22:08:36-03:00
690199327,command,finish_order,2023-10-08T22:08:36-03:00
690199472,command,create_order,2023-10-08T22:08:36-03:00
690199468,event,order_created,2023-10-08T22:08:36-03:00
689928210,command,request_rt_by_expediter,
690199473,command,shopper_request_rt,2023-10-08T22:08:36-03:00
690199468,command,to_scheduled_calculated,
690199473,command,create_order,2023-10-08T22:08:37-03:00
690199473,event,order_created,2023-10-08T22:08:37-03:00
690199473,command,create_order,2023-10-08T22:08:37-03:00
690199225,command,finish_order,2023-10-08T22:08:39-03:00
690199468,event,integration_order_creation_notified,
690161369,event,not_assigned_personal_shopper_retry_out,
690161815,command,request_rt_by_expediter,
690199059,command,finish_order,2023-10-08T22:08:35-03:00
690199265,event,bill_reported,
690193428,command,finish_order,2023-10-08T22:08:39-03:00
690186753,command,request_rt_by_expediter,
689909967,command,request_rt_by_expediter,
690010156,command,request_rt_by_expediter,
690139525,command,request_rt_by_expediter,
690199168,command,cancel_order,2023-10-08T22:08:35-03:00
690199168,event,order_canceled,2023-10-08T22:08:37-03:00
690199340,event,order_finished,2023-10-08T22:08:37-03:00
690150537,command,request_rt_by_expediter,
690157829,command,request_rt_by_expediter,
690199470,command,cancel_order,2023-10-08T22:08:38-03:00
690199470,event,order_canceled,2023-10-08T22:08:39-03:00
690199472,command,shopper_request_rt,2023-10-08T22:08:35-03:00
690199472,command,create_order,2023-10-08T22:08:36-03:00
690199472,command,create_order,2023-10-08T22:08:35-03:00
690199472,event,order_created,2023-10-08T22:08:37-03:00
690199021,command,finish_order,2023-10-08T22:08:37-03:00
690199021,event,order_finished,2023-10-08T22:08:37-03:00
690092590,command,not_assigned_personal_shopper,
690199468,event,scheduled_tagged_and_calculated,2023-10-08T22:08:41-03:00
690199121,event,bill_reported,
690193428,event,order_finished,2023-10-08T22:08:40-03:00
690083257,command,not_assigned_personal_shopper,
690176703,command,request_rt_by_expediter,
690198828,command,cancel_order,2023-10-08T22:08:36-03:00
690199275,command,cancel_order,2023-10-08T22:08:38-03:00
690199436,command,hand_to_domiciliary,2023-10-08T22:08:39-03:00
690199193,command,cancel_order,2023-10-08T22:08:40-03:00
690198828,event,order_canceled,2023-10-08T22:08:40-03:00
690199193,event,order_canceled,2023-10-08T22:08:40-03:00
690199275,event,order_canceled,2023-10-08T22:08:40-03:00
690199369,command,finish_order,2023-10-08T22:08:39-03:00
690199369,event,order_finished,2023-10-08T22:08:39-03:00
690199391,command,hand_to_domiciliary,2023-10-08T22:08:39-03:00
690199368,event,order_canceled,2023-10-08T22:08:40-03:00
690179713,command,not_assigned_personal_shopper,
690155679,command,request_rt_by_expediter,
690192657,command,add_products,2023-10-08T22:08:39-03:00
690199368,command,cancel_order,2023-10-08T22:08:40-03:00
690199442,command,hand_to_domiciliary,2023-10-08T22:08:37-03:00
690199077,command,finish_order,2023-10-08T22:08:40-03:00
690199168,command,cancel_order,2023-10-08T22:08:36-03:00
690199472,command,create_order,2023-10-08T22:08:36-03:00
690199165,event,order_canceled,2023-10-08T22:08:37-03:00
690177839,command,not_assigned_personal_shopper,
690199168,event,order_canceled,2023-10-08T22:08:37-03:00
690199265,command,hand_to_domiciliary,2023-10-08T22:08:38-03:00
690067886,command,request_rt_by_expediter,
690199472,event,order_created,2023-10-08T22:08:37-03:00
690198238,command,finish_order,2023-10-08T22:08:43-03:00
690199319,command,hand_to_domiciliary,2023-10-08T22:08:40-03:00
690199296,command,finish_order,2023-10-08T22:08:41-03:00
690198870,event,picking_started,2023-10-08T22:08:44-03:00
690199121,command,hand_to_domiciliary,2023-10-08T22:08:43-03:00
690198870,event,product_checked,2023-10-08T22:08:44-03:00
690192657,event,multiple_products_added,2023-10-08T22:08:41-03:00
690199363,event,product_checked,2023-10-08T22:08:42-03:00
690199157,event,order_picking_started,2023-10-08T22:08:42-03:00
690199157,command,start_set_picking_time,
690198838,command,finish_order,2023-10-08T22:08:44-03:00
690199077,event,order_finished,2023-10-08T22:08:42-03:00
690199320,command,hand_to_domiciliary,2023-10-08T22:08:45-03:00
690198198,event,product_replaced,2023-10-08T22:08:51-03:00
690199157,command,set_picking_time,2023-10-08T22:08:47-03:00
690198198,event,substitution_notified_to_user,2023-10-08T22:08:51-03:00
690199157,event,product_checked,2023-10-08T22:08:51-03:00
690199157,event,order_in_picking,2023-10-08T22:08:47-03:00
690199157,event,picking_started,2023-10-08T22:08:51-03:00
690197710,event,bill_reported,
690196129,command,finish_order,2023-10-08T22:08:48-03:00
690199387,command,hand_to_domiciliary,2023-10-08T22:08:46-03:00
690199471,command,create_order,2023-10-08T22:08:47-03:00
690199471,command,create_order,2023-10-08T22:08:47-03:00
690199471,event,order_created,2023-10-08T22:08:48-03:00
690199281,event,order_canceled,2023-10-08T22:08:47-03:00
690198997,command,finish_order,2023-10-08T22:08:49-03:00
690199281,command,cancel_order,2023-10-08T22:08:45-03:00
690199474,command,create_order,2023-10-08T22:08:54-03:00
690198985,command,finish_order,2023-10-08T22:08:50-03:00
690199474,event,order_created,2023-10-08T22:08:54-03:00
690198997,event,order_finished,2023-10-08T22:08:52-03:00
690199474,command,create_order,2023-10-08T22:08:54-03:00
690199373,command,shopper_billing_report,2023-10-08T22:08:52-03:00
690197710,command,hand_to_domiciliary,2023-10-08T22:08:50-03:00
690199432,command,shopper_billing_report,2023-10-08T22:08:53-03:00
690198198,event,product_checked,2023-10-08T22:08:51-03:00
690198702,command,finish_order,2023-10-08T22:08:52-03:00
690199030,command,finish_order,2023-10-08T22:08:51-03:00
690198608,command,finish_order,2023-10-08T22:08:53-03:00
690199030,event,order_finished,2023-10-08T22:08:52-03:00
